Kod woj.;Województwo;Kod gm.;Gmina;Typ gminy;Powiat;L. obwodów;Frekwencja;% głosów ważnych;JUREK Marek;KACZYŃSKI Jarosław Aleksander;KOMOROWSKI Bronisław Maria;KORWIN-MIKKE Janusz Ryszard;LEPPER Andrzej Zbigniew;MORAWIECKI Kornel Andrzej;NAPIERALSKI Grzegorz Bernard;OLECHOWSKI Andrzej Marian;PAWLAK Waldemar;ZIĘTEK Bogusław Zbigniew
02;dolnośląskie;022503;Bogatynia, gm.;miejsko-wiejska;zgorzelecki;21;50,88;98,91;0,49;33,80;40,97;2,31;1,03;0,11;18,36;1,69;1,05;0,20
02;dolnośląskie;022504;Pieńsk, gm.;miejsko-wiejska;zgorzelecki;8;43,09;99,31;0,72;25,39;48,36;2,05;2,02;0,25;18,81;1,07;1,10;0,22
02;dolnośląskie;022505;Sulików, gm.;wiejska;zgorzelecki;4;47,25;98,69;1,06;39,01;38,26;2,57;1,86;0,09;14,33;1,06;1,68;0,09
02;dolnośląskie;022506;Węgliniec, gm.;miejsko-wiejska;zgorzelecki;7;46,71;99,13;0,85;26,10;52,45;2,24;1,30;0,18;14,00;1,54;1,24;0,09
02;dolnośląskie;022507;Zgorzelec, gm.;wiejska;zgorzelecki;10;46,19;99,09;1,19;31,63;43,37;1,90;2,01;0,17;16,29;1,70;1,50;0,24
02;dolnośląskie;022601;Wojcieszów, m.;miejska;złotoryjski;3;43,68;98,83;0,52;24,46;52,18;2,44;2,29;0,00;15,89;1,33;0,81;0,07
02;dolnośląskie;022602;Złotoryja, m.;miejska;złotoryjski;9;53,83;99,60;0,55;29,22;48,16;2,56;0,98;0,22;16,26;1,42;0,53;0,10
02;dolnośląskie;022603;Pielgrzymka, gm.;wiejska;złotoryjski;7;47,52;99,20;0,81;36,13;39,82;2,24;2,47;0,06;14,56;1,15;2,76;0,00
02;dolnośląskie;022604;Świerzawa, gm.;miejsko-wiejska;złotoryjski;9;44,47;99,57;0,60;30,21;45,23;2,31;2,74;0,21;15,87;0,78;1,99;0,04
02;dolnośląskie;022605;Zagrodno, gm.;wiejska;złotoryjski;5;45,69;98,64;0,59;45,24;31,14;1,47;2,90;0,25;14,78;0,83;2,60;0,20
02;dolnośląskie;022606;Złotoryja, gm.;wiejska;złotoryjski;5;47,16;99,59;0,30;36,16;40,06;1,36;2,57;0,30;15,94;1,17;2,08;0,04
02;dolnośląskie;026101;Jelenia Góra, m.;miejska;Jelenia Góra;46;57,14;99,34;0,61;25,75;53,03;2,60;0,63;0,11;14,71;1,68;0,75;0,14
02;dolnośląskie;026201;Legnica, m.;miejska;Legnica;49;55,11;99,51;0,75;31,56;45,35;2,63;0,69;0,22;16,49;1,53;0,64;0,13
02;dolnośląskie;026401;Wrocław, m.;miejska;Wrocław;298;62,65;99,39;0,91;28,93;52,23;3,56;0,44;0,38;10,77;2,07;0,54;0,16
04;kujawsko-pomorskie;040101;Aleksandrów Kujawski, m.;miejska;aleksandrowski;7;52,14;99,04;0,27;27,44;47,61;2,00;1,22;0,34;18,78;1,26;0,78;0,31
04;kujawsko-pomorskie;040102;Ciechocinek, m.;miejska;aleksandrowski;7;66,76;99,37;0,47;33,15;48,41;2,23;0,50;0,03;13,03;1,14;0,96;0,07
04;kujawsko-pomorskie;040103;Nieszawa, m.;miejska;aleksandrowski;1;55,04;97,60;0,78;28,35;38,50;3,24;2,23;0,22;22,66;1,23;2,57;0,22
04;kujawsko-pomorskie;040104;Aleksandrów Kujawski, gm.;wiejska;aleksandrowski;7;43,81;99,02;0,62;36,27;35,60;1,31;2,52;0,16;18,98;1,31;3,05;0,19
04;kujawsko-pomorskie;040105;Bądkowo, gm.;wiejska;aleksandrowski;4;45,16;98,85;0,12;33,68;25,72;1,04;7,65;0,12;24,92;0,86;5,63;0,24
04;kujawsko-pomorskie;040106;Koneck, gm.;wiejska;aleksandrowski;4;43,02;99,48;0,09;40,31;25,43;0,52;5,80;0,09;22,15;0,69;4,93;0,00
04;kujawsko-pomorskie;040107;Raciążek, gm.;wiejska;aleksandrowski;3;50,76;98,97;0,48;34,05;40,53;1,36;2,88;0,56;17,11;0,88;1,84;0,32
04;kujawsko-pomorskie;040108;Waganiec, gm.;wiejska;aleksandrowski;6;45,42;98,69;0,63;41,93;27,99;1,32;3,53;0,06;20,37;0,69;3,09;0,38
04;kujawsko-pomorskie;040109;Zakrzewo, gm.;wiejska;aleksandrowski;4;46,01;98,83;0,74;31,70;31,48;1,56;6,07;0,30;21,78;0,67;5,56;0,15
04;kujawsko-pomorskie;040201;Brodnica, m.;miejska;brodnicki;16;54,33;98,89;0,66;31,40;46,17;1,72;0,85;0,11;16,37;1,25;1,35;0,12
04;kujawsko-pomorskie;040202;Bobrowo, gm.;wiejska;brodnicki;5;43,58;99,31;0,55;36,30;35,61;0,79;3,88;0,23;15,38;0,74;6,37;0,14
04;kujawsko-pomorskie;040203;Brodnica, gm.;wiejska;brodnicki;6;45,68;99,24;0,76;33,73;37,71;1,41;2,45;0,04;18,43;0,92;4,54;0,00
04;kujawsko-pomorskie;040204;Brzozie, gm.;wiejska;brodnicki;3;49,77;99,37;0,28;43,67;31,21;0,57;4,88;0,21;14,23;0,85;3,96;0,14
04;kujawsko-pomorskie;040205;Górzno, gm.;miejsko-wiejska;brodnicki;4;47,67;98,82;0,47;42,52;29,57;1,59;5,05;0,27;12,82;0,80;6,84;0,07
04;kujawsko-pomorskie;040206;Bartniczka, gm.;wiejska;brodnicki;3;46,48;99,23;0,72;41,53;30,52;1,02;3,89;0,12;14,30;1,14;6,58;0,18
04;kujawsko-pomorskie;040207;Jabłonowo Pomorskie, gm.;miejsko-wiejska;brodnicki;6;46,61;99,22;0,97;33,91;37,05;1,18;3,96;0,09;16,56;0,88;5,20;0,21
04;kujawsko-pomorskie;040208;Osiek, gm.;wiejska;brodnicki;2;45,45;99,04;0,21;44,74;26,32;1,45;3,25;0,07;17,59;0,48;5,82;0,07
04;kujawsko-pomorskie;040209;Świedziebnia, gm.;wiejska;brodnicki;4;44,54;99,16;1,19;43,48;20,89;1,24;3,95;0,11;13,89;0,45;14,74;0,06
04;kujawsko-pomorskie;040210;Zbiczno, gm.;wiejska;brodnicki;4;48,83;99,18;0,66;29,39;42,87;1,86;3,40;0,05;16,56;0,99;4,00;0,22
04;kujawsko-pomorskie;040301;Białe Błota, gm.;wiejska;bydgoski;9;59,91;99,49;0,56;24,43;51,65;2,86;0,87;0,16;16,76;1,73;0,75;0,23
04;kujawsko-pomorskie;040302;Dąbrowa Chełmińska, gm.;wiejska;bydgoski;7;47,01;99,30;1,25;24,44;45,04;2,65;2,51;0,07;19,42;2,10;2,32;0,18
04;kujawsko-pomorskie;040303;Dobrcz, gm.;wiejska;bydgoski;6;51,19;99,36;0,72;27,85;44,15;2,26;3,52;0,13;17,02;1,87;2,44;0,05
04;kujawsko-pomorskie;040304;Koronowo, gm.;miejsko-wiejska;bydgoski;19;49,07;99,28;0,84;24,88;47,69;1,97;2,47;0,20;18,04;1,23;2,57;0,12
04;kujawsko-pomorskie;040305;Nowa Wieś Wielka, gm.;wiejska;bydgoski;4;49,43;99,38;0,48;25,26;47,89;2,54;1,20;0,27;18,98;1,76;1,46;0,15
04;kujawsko-pomorskie;040306;Osielsko, gm.;wiejska;bydgoski;8;63,80;99,67;0,94;22,33;55,97;3,07;0,45;0,14;13,44;2,44;1,09;0,14
04;kujawsko-pomorskie;040307;Sicienko, gm.;wiejska;bydgoski;7;53,18;99,08;0,52;23,57;49,55;2,41;2,77;0,26;16,88;1,35;2,57;0,13
04;kujawsko-pomorskie;040308;Solec Kujawski, gm.;miejsko-wiejska;bydgoski;10;55,42;99,35;0,41;25,03;51,33;2,79;0,93;0,10;16,50;1,57;1,07;0,26
04;kujawsko-pomorskie;040401;Chełmno, m.;miejska;chełmiński;17;50,81;98,74;0,56;24,99;50,37;3,07;0,85;0,22;17,45;1,30;0,96;0,22
04;kujawsko-pomorskie;040402;Chełmno, gm.;wiejska;chełmiński;4;39,56;99,20;0,69;27,18;42,64;2,31;3,80;0,12;17,21;1,18;4,68;0,19
04;kujawsko-pomorskie;040403;Kijewo Królewskie, gm.;wiejska;chełmiński;4;47,81;99,33;0,86;31,12;38,13;1,23;3,01;0,06;20,66;0,55;4,24;0,12
04;kujawsko-pomorskie;040404;Lisewo, gm.;wiejska;chełmiński;4;40,34;99,51;1,05;27,86;39,04;1,91;3,40;0,00;19,52;1,91;5,25;0,06
04;kujawsko-pomorskie;040405;Papowo Biskupie, gm.;wiejska;chełmiński;5;41,08;99,01;0,79;27,61;43,49;1,65;3,86;0,29;17,45;0,86;3,65;0,36
04;kujawsko-pomorskie;040406;Stolno, gm.;wiejska;chełmiński;3;39,22;99,23;0,52;31,74;37,43;1,49;4,85;0,13;18,75;1,36;3,56;0,19
04;kujawsko-pomorskie;040407;Unisław, gm.;wiejska;chełmiński;4;47,35;99,21;1,07;29,27;43,95;2,14;2,78;0,16;16,38;1,47;2,34;0,44
04;kujawsko-pomorskie;040501;Golub-Dobrzyń, m.;miejska;golubsko-dobrzyński;7;50,62;99,41;0,91;33,32;43,46;1,87;1,38;0,18;17,16;0,91;0,77;0,06
04;kujawsko-pomorskie;040502;Ciechocin, gm.;wiejska;golubsko-dobrzyński;2;47,09;99,44;0,49;44,88;29,31;0,91;3,16;0,07;14,17;0,63;6,38;0,00
04;kujawsko-pomorskie;040503;Golub-Dobrzyń, gm.;wiejska;golubsko-dobrzyński;5;43,39;99,26;0,89;36,32;33,35;1,28;4,97;0,18;18,23;0,67;4,08;0,04
04;kujawsko-pomorskie;040504;Kowalewo Pomorskie, gm.;miejsko-wiejska;golubsko-dobrzyński;8;47,27;99,19;0,55;33,18;39,21;1,70;3,40;0,17;16,93;0,74;3,88;0,24
04;kujawsko-pomorskie;040505;Radomin, gm.;wiejska;golubsko-dobrzyński;3;45,82;99,53;0,88;43,93;22,00;1,15;6,07;0,00;18,76;0,74;6,34;0,13
04;kujawsko-pomorskie;040506;Zbójno, gm.;wiejska;golubsko-dobrzyński;3;41,20;99,37;0,56;40,32;26,69;0,92;7,63;0,14;17,09;0,64;5,65;0,35
04;kujawsko-pomorskie;040601;Grudziądz, gm.;wiejska;grudziądzki;10;45,99;99,30;1,00;27,07;44,82;1,45;2,75;0,10;16,95;1,63;3,91;0,33
04;kujawsko-pomorskie;040602;Gruta, gm.;wiejska;grudziądzki;6;46,79;98,80;0,71;30,64;39,26;1,67;3,68;0,04;18,31;1,30;4,18;0,21
04;kujawsko-pomorskie;040603;Łasin, gm.;miejsko-wiejska;grudziądzki;6;44,71;99,59;0,62;28,48;43,96;1,34;3,95;0,17;16,51;0,69;4,05;0,24
04;kujawsko-pomorskie;040604;Radzyń Chełmiński, gm.;miejsko-wiejska;grudziądzki;5;42,66;99,32;1,06;32,75;36,86;1,49;4,11;0,00;18,93;0,50;4,05;0,25
04;kujawsko-pomorskie;040605;Rogóźno, gm.;wiejska;grudziądzki;3;42,13;99,04;0,90;33,58;33,58;1,42;4,11;0,15;20,19;1,50;4,49;0,07
04;kujawsko-pomorskie;040606;Świecie nad Osą, gm.;wiejska;grudziądzki;3;38,67;96,93;0,47;30,85;41,93;1,11;5,06;0,32;16,38;0,79;2,85;0,24
04;kujawsko-pomorskie;040701;Inowrocław, m.;miejska;inowrocławski;44;56,28;99,26;0,47;23,60;49,61;1,85;0,82;0,13;21,26;1,28;0,81;0,17
04;kujawsko-pomorskie;040702;Dąbrowa Biskupia, gm.;wiejska;inowrocławski;5;42,43;99,19;0,70;32,62;34,24;0,93;5,11;0,06;19,44;1,28;5,46;0,17
04;kujawsko-pomorskie;040703;Gniewkowo, gm.;miejsko-wiejska;inowrocławski;13;46,55;99,39;0,69;26,80;44,49;1,67;2,21;0,11;20,69;1,22;1,95;0,19
04;kujawsko-pomorskie;040704;Inowrocław, gm.;wiejska;inowrocławski;6;45,85;99,31;0,71;28,65;39,79;1,65;2,78;0,25;20,79;1,13;3,94;0,30
04;kujawsko-pomorskie;040705;Janikowo, gm.;miejsko-wiejska;inowrocławski;10;49,60;99,19;0,47;26,23;45,01;1,51;1,66;0,22;20,61;1,12;2,96;0,22
04;kujawsko-pomorskie;040706;Kruszwica, gm.;miejsko-wiejska;inowrocławski;19;47,61;99,41;0,72;30,40;38,98;1,48;2,34;0,18;21,16;0,90;3,56;0,27
04;kujawsko-pomorskie;040707;Pakość, gm.;miejsko-wiejska;inowrocławski;6;47,45;99,45;1,01;25,12;45,75;2,28;2,31;0,08;19,07;1,51;2,50;0,37
04;kujawsko-pomorskie;040708;Rojewo, gm.;wiejska;inowrocławski;5;46,13;99,16;0,96;34,94;31,51;1,02;4,88;0,30;18,98;1,14;5,90;0,36
04;kujawsko-pomorskie;040709;Złotniki Kujawskie, gm.;wiejska;inowrocławski;10;48,50;99,06;0,37;26,70;40,03;1,61;3,42;0,09;22,33;1,32;3,91;0,23
04;kujawsko-pomorskie;040801;Lipno, m.;miejska;lipnowski;10;48,21;99,19;0,50;35,38;43,29;1,53;1,19;0,07;15,36;1,44;1,05;0,18
04;kujawsko-pomorskie;040802;Bobrowniki, gm.;wiejska;lipnowski;3;44,52;99,33;0,29;35,60;38,85;0,67;3,16;0,19;15,12;1,63;4,40;0,10
04;kujawsko-pomorskie;040803;Chrostkowo, gm.;wiejska;lipnowski;3;40,20;98,55;0,53;49,58;23,00;0,74;7,04;0,21;12,71;0,53;5,46;0,21
04;kujawsko-pomorskie;040804;Dobrzyń nad Wisłą, gm.;miejsko-wiejska;lipnowski;8;40,65;99,19;0,19;42,03;30,87;1,32;2,84;0,08;16,56;0,86;5,09;0,16
04;kujawsko-pomorskie;040805;Kikół, gm.;wiejska;lipnowski;5;41,73;99,11;0,68;37,77;31,91;1,97;4,96;0,09;15,61;0,81;6,07;0,13
04;kujawsko-pomorskie;040806;Lipno, gm.;wiejska;lipnowski;8;39,22;99,00;0,46;37,73;31,93;1,36;3,22;0,17;18,68;0,75;5,45;0,23
04;kujawsko-pomorskie;040807;Skępe, gm.;miejsko-wiejska;lipnowski;6;43,91;99,21;0,68;35,05;41,19;1,55;2,77;0,27;15,88;0,72;1,71;0,19
04;kujawsko-pomorskie;040808;Tłuchowo, gm.;wiejska;lipnowski;4;41,77;97,94;0,61;48,64;21,13;1,49;4,08;0,14;17,19;0,68;5,57;0,48
04;kujawsko-pomorskie;040809;Wielgie, gm.;wiejska;lipnowski;6;37,06;98,58;0,64;36,91;28,53;1,39;3,95;0,27;22,24;0,69;5,07;0,32
04;kujawsko-pomorskie;040901;Dąbrowa, gm.;wiejska;mogileński;5;45,17;98,92;0,42;22,24;42,79;1,03;4,24;0,12;22,30;0,61;6,18;0,06
04;kujawsko-pomorskie;040902;Jeziora Wielkie, gm.;wiejska;mogileński;4;41,43;99,05;0,66;30,40;35,28;1,57;3,49;0,12;20,77;0,72;6,38;0,60
04;kujawsko-pomorskie;040903;Mogilno, gm.;miejsko-wiejska;mogileński;16;50,38;99,42;0,61;27,87;42,32;1,93;2,11;0,16;19,90;1,15;3,70;0,26
04;kujawsko-pomorskie;040904;Strzelno, gm.;miejsko-wiejska;mogileński;10;50,29;99,22;0,44;27,81;42,70;1,95;2,38;0,17;19,78;0,73;3,17;0,87
04;kujawsko-pomorskie;041001;Kcynia, gm.;miejsko-wiejska;nakielski;10;47,42;99,51;0,65;26,08;44,60;1,70;3,41;0,24;17,69;0,83;4,67;0,12
04;kujawsko-pomorskie;041002;Mrocza, gm.;miejsko-wiejska;nakielski;7;48,96;99,39;0,53;27,74;45,25;2,31;3,10;0,06;16,75;1,14;2,98;0,15
04;kujawsko-pomorskie;041003;Nakło nad Notecią, gm.;miejsko-wiejska;nakielski;21;52,65;99,24;0,67;24,82;49,86;2,14;1,64;0,19;17,55;1,34;1,66;0,13
04;kujawsko-pomorskie;041004;Sadki, gm.;wiejska;nakielski;9;49,20;99,09;0,70;27,00;42,01;1,32;5,31;0,11;18,21;0,88;4,25;0,22
04;kujawsko-pomorskie;041005;Szubin, gm.;miejsko-wiejska;nakielski;16;51,42;99,34;0,83;24,83;47,68;2,23;1,98;0,18;18,41;1,52;2,13;0,20
04;kujawsko-pomorskie;041101;Radziejów, m.;miejska;radziejowski;4;52,33;99,00;0,58;32,19;41,91;1,63;0,86;0,00;19,63;1,40;1,63;0,16
04;kujawsko-pomorskie;041102;Bytoń, gm.;wiejska;radziejowski;4;44,64;99,27;0,66;38,59;25,11;1,77;6,85;0,15;17,30;0,66;8,54;0,37
04;kujawsko-pomorskie;041103;Dobre, gm.;wiejska;radziejowski;6;46,81;99,38;0,29;36,06;28,44;1,38;4,19;0,10;23,58;0,67;5,10;0,19
04;kujawsko-pomorskie;041104;Osięciny, gm.;wiejska;radziejowski;5;42,43;99,11;0,22;38,46;28,05;1,19;5,16;0,00;21,70;0,40;4,72;0,11
04;kujawsko-pomorskie;041105;Piotrków Kujawski, gm.;miejsko-wiejska;radziejowski;11;44,99;98,56;0,41;38,49;28,12;1,57;4,17;0,09;22,38;0,84;3,79;0,15
04;kujawsko-pomorskie;041106;Radziejów, gm.;wiejska;radziejowski;6;44,10;99,24;0,38;38,11;25,32;1,21;5,31;0,06;21,74;1,34;5,75;0,77
04;kujawsko-pomorskie;041107;Topólka, gm.;wiejska;radziejowski;6;47,27;99,08;0,31;35,96;28,48;1,24;7,69;0,10;18,78;0,62;6,45;0,36
04;kujawsko-pomorskie;041201;Rypin, m.;miejska;rypiński;10;52,77;99,49;0,38;35,50;41,16;2,05;0,78;0,13;17,57;1,23;1,00;0,20
04;kujawsko-pomorskie;041202;Brzuze, gm.;wiejska;rypiński;5;42,49;99,39;0,78;35,16;33,28;1,38;3,99;0,28;19,66;0,78;4,49;0,22
04;kujawsko-pomorskie;041203;Rogowo, gm.;wiejska;rypiński;5;42,03;99,07;0,56;50,22;24,55;1,57;1,63;0,06;15,90;0,56;4,82;0,13
04;kujawsko-pomorskie;041204;Rypin, gm.;wiejska;rypiński;6;38,70;99,15;0,54;41,95;29,14;0,77;3,38;0,23;16,60;0,68;6,68;0,05
04;kujawsko-pomorskie;041205;Skrwilno, gm.;wiejska;rypiński;4;43,11;99,24;0,52;54,72;20,90;1,15;3,01;0,05;13,69;0,72;5,20;0,05
04;kujawsko-pomorskie;041206;Wąpielsk, gm.;wiejska;rypiński;4;41,97;99,14;0,44;33,36;33,14;1,09;3,48;0,15;21,75;0,94;5,66;0,00
04;kujawsko-pomorskie;041301;Kamień Krajeński, gm.;miejsko-wiejska;sępoleński;5;45,95;99,04;1,30;24,71;43,78;1,86;4,94;0,20;19,24;1,34;2,51;0,12
04;kujawsko-pomorskie;041302;Sępólno Krajeńskie, gm.;miejsko-wiejska;sępoleński;10;50,39;99,45;0,74;24,07;48,29;1,57;2,63;0,19;18,99;1,23;2,08;0,20
04;kujawsko-pomorskie;041303;Sośno, gm.;wiejska;sępoleński;5;44,85;99,56;0,77;25,36;41,29;1,49;4,13;0,11;19,40;1,49;5,62;0,33
04;kujawsko-pomorskie;041304;Więcbork, gm.;miejsko-wiejska;sępoleński;10;49,06;99,53;0,55;30,48;44,51;1,53;3,48;0,12;15,22;1,23;2,64;0,23
04;kujawsko-pomorskie;041401;Bukowiec, gm.;wiejska;świecki;4;44,13;99,43;0,91;31,89;38,21;0,97;4,33;0,06;16,86;1,31;5,13;0,34
04;kujawsko-pomorskie;041402;Dragacz, gm.;wiejska;świecki;6;46,51;99,42;0,62;24,45;48,39;1,48;2,72;0,00;19,28;1,24;1,59;0,23
04;kujawsko-pomorskie;041403;Drzycim, gm.;wiejska;świecki;4;47,27;99,68;0,86;31,19;40,86;1,35;2,70;0,11;17,68;1,57;3,51;0,16
04;kujawsko-pomorskie;041404;Jeżewo, gm.;wiejska;świecki;4;45,85;99,04;0,54;29,14;43,76;1,68;2,29;0,25;19,34;1,11;1,72;0,18
04;kujawsko-pomorskie;041405;Lniano, gm.;wiejska;świecki;4;49,91;99,14;0,44;31,55;39,51;1,31;3,48;0,19;17,61;1,24;4,60;0,06
04;kujawsko-pomorskie;041406;Nowe, gm.;miejsko-wiejska;świecki;10;44,47;99,37;0,45;25,62;53,84;1,56;1,91;0,19;13,05;1,64;1,51;0,24
04;kujawsko-pomorskie;041407;Osie, gm.;wiejska;świecki;4;48,95;99,52;0,34;25,00;48,84;1,99;2,86;0,24;16,72;1,36;2,37;0,29
04;kujawsko-pomorskie;041408;Pruszcz, gm.;wiejska;świecki;7;50,72;99,28;0,59;25,36;45,49;1,50;3,73;0,05;17,84;1,10;4,22;0,11
04;kujawsko-pomorskie;041409;Świecie, gm.;miejsko-wiejska;świecki;20;52,30;99,40;0,58;23,22;52,77;1,80;1,60;0,09;17,29;1,31;1,17;0,18
04;kujawsko-pomorskie;041410;Świekatowo, gm.;wiejska;świecki;2;49,53;98,90;0,52;24,31;42,77;2,67;4,45;0,30;20,76;0,96;3,26;0,00
04;kujawsko-pomorskie;041411;Warlubie, gm.;wiejska;świecki;5;40,90;98,90;1,16;29,83;42,18;2,03;3,20;0,34;17,19;1,16;2,57;0,34
04;kujawsko-pomorskie;041501;Chełmża, m.;miejska;toruński;7;45,64;99,26;0,71;29,42;48,97;2,62;1,08;0,07;14,71;1,37;0,85;0,20
04;kujawsko-pomorskie;041502;Chełmża, gm.;wiejska;toruński;9;40,76;99,24;0,43;33,53;34,73;1,40;3,93;0,20;18,33;0,77;6,49;0,20
04;kujawsko-pomorskie;041503;Czernikowo, gm.;wiejska;toruński;5;40,41;98,74;0,53;34,20;41,85;1,51;2,75;0,11;15,29;0,53;3,13;0,11
04;kujawsko-pomorskie;041504;Lubicz, gm.;wiejska;toruński;11;53,48;99,48;0,51;35,44;42,62;2,36;1,22;0,15;15,03;1,37;1,16;0,14
04;kujawsko-pomorskie;041505;Łubianka, gm.;wiejska;toruński;4;51,81;99,12;0,89;33,46;38,19;1,73;3,00;0,30;16,08;1,39;4,89;0,08
04;kujawsko-pomorskie;041506;Łysomice, gm.;wiejska;toruński;5;49,17;99,41;0,50;31,84;43,45;1,90;2,23;0,12;16,34;1,31;2,05;0,27
04;kujawsko-pomorskie;041507;Obrowo, gm.;wiejska;toruński;6;51,83;99,23;0,99;35,75;39,92;1,99;2,12;0,06;14,86;0,86;3,37;0,06
04;kujawsko-pomorskie;041508;Wielka Nieszawka, gm.;wiejska;toruński;4;53,85;99,24;1,42;25,89;49,75;2,68;1,31;0,11;14,45;1,75;2,46;0,16
04;kujawsko-pomorskie;041509;Zławieś Wielka, gm.;wiejska;toruński;6;50,21;99,13;0,63;29,10;45,59;1,90;2,14;0,13;16,43;1,42;2,51;0,15
04;kujawsko-pomorskie;041601;Cekcyn, gm.;wiejska;tucholski;4;50,72;99,47;0,77;29,44;43,81;1,61;3,14;0,08;15,83;1,46;3,49;0,38
04;kujawsko-pomorskie;041602;Gostycyn, gm.;wiejska;tucholski;5;51,68;99,44;1,46;29,38;36,58;2,44;5,12;0,38;19,37;1,32;3,86;0,09
04;kujawsko-pomorskie;041603;Kęsowo, gm.;wiejska;tucholski;3;47,90;98,21;0,55;30,96;36,74;0,91;6,02;0,24;19,89;0,97;3,28;0,43
04;kujawsko-pomorskie;041604;Lubiewo, gm.;wiejska;tucholski;5;54,97;99,15;0,69;32,16;38,98;1,43;5,02;0,12;16,24;1,22;4,00;0,12
04;kujawsko-pomorskie;041605;Śliwice, gm.;wiejska;tucholski;4;53,38;99,16;0,93;37,18;40,29;1,11;2,58;0,00;14,11;0,85;2,85;0,09
04;kujawsko-pomorskie;041606;Tuchola, gm.;miejsko-wiejska;tucholski;17;55,52;99,38;0,67;29,27;45,75;2,01;1,95;0,16;16,83;1,43;1,69;0,25
04;kujawsko-pomorskie;041701;Wąbrzeźno, m.;miejska;wąbrzeski;8;49,04;99,18;0,66;22,36;55,20;2,35;1,12;0,06;15,94;1,32;0,88;0,09
04;kujawsko-pomorskie;041702;Dębowa Łąka, gm.;wiejska;wąbrzeski;2;43,75;99,36;0,73;29,12;36,26;1,56;6,87;0,18;15,57;1,65;7,97;0,09
04;kujawsko-pomorskie;041703;Książki, gm.;wiejska;wąbrzeski;3;44,67;99,21;0,53;31,00;40,27;1,87;4,27;0,13;17,73;0,80;3,13;0,27
04;kujawsko-pomorskie;041704;Płużnica, gm.;wiejska;wąbrzeski;3;40,36;98,74;1,08;25,59;40,84;1,15;6,38;0,32;16,53;0,83;7,02;0,26
04;kujawsko-pomorskie;041705;Wąbrzeźno, gm.;wiejska;wąbrzeski;6;41,10;99,42;0,81;26,45;39,08;1,94;5,90;0,18;19,82;0,84;4,76;0,22
04;kujawsko-pomorskie;041801;Kowal, m.;miejska;włocławski;3;52,44;98,84;0,62;30,58;42,49;2,34;2,69;0,14;17,49;0,96;2,34;0,34
04;kujawsko-pomorskie;041802;Baruchowo, gm.;wiejska;włocławski;4;45,25;99,08;0,31;35,81;31,86;1,16;3,79;0,31;19,33;1,62;5,41;0,39
04;kujawsko-pomorskie;041803;Boniewo, gm.;wiejska;włocławski;4;46,97;98,72;0,69;35,60;26,66;1,07;6,26;0,15;20,24;0,31;8,40;0,61
04;kujawsko-pomorskie;041804;Brześć Kujawski, gm.;miejsko-wiejska;włocławski;8;44,58;99,39;0,47;28,30;38,39;1,75;2,76;0,12;24,02;1,28;2,76;0,17
04;kujawsko-pomorskie;041805;Choceń, gm.;wiejska;włocławski;8;39,66;98,87;0,55;32,66;32,31;1,02;3,70;0,24;23,21;0,75;5,28;0,28
04;kujawsko-pomorskie;041806;Chodecz, gm.;miejsko-wiejska;włocławski;6;41,80;99,22;0,28;39,21;32,47;1,85;3,83;0,05;19,03;0,60;2,54;0,14
04;kujawsko-pomorskie;041807;Fabianki, gm.;wiejska;włocławski;4;42,67;98,53;0,57;26,94;44,46;2,19;1,33;0,13;20,35;1,60;2,29;0,13
04;kujawsko-pomorskie;041808;Izbica Kujawska, gm.;miejsko-wiejska;włocławski;6;42,32;99,43;0,53;50,25;20,85;1,22;3,61;0,15;16,10;0,61;6,65;0,04
04;kujawsko-pomorskie;041809;Kowal, gm.;wiejska;włocławski;4;44,72;98,46;0,43;39,25;29,03;0,92;5,75;0,21;17,60;1,35;5,46;0,00
04;kujawsko-pomorskie;041810;Lubanie, gm.;wiejska;włocławski;4;45,08;98,33;0,24;43,53;28,33;1,40;3,59;0,06;19,45;0,97;2,07;0,36
04;kujawsko-pomorskie;041811;Lubień Kujawski, gm.;miejsko-wiejska;włocławski;10;40,22;99,14;0,49;43,33;26,82;1,60;4,39;0,04;18,52;0,74;4,02;0,04
04;kujawsko-pomorskie;041812;Lubraniec, gm.;miejsko-wiejska;włocławski;7;46,79;98,92;0,40;41,77;28,89;1,09;4,49;0,03;18,19;0,45;4,41;0,29
04;kujawsko-pomorskie;041813;Włocławek, gm.;wiejska;włocławski;6;47,20;99,02;0,35;29,05;39,97;1,97;3,04;0,12;19,98;0,79;4,53;0,20
04;kujawsko-pomorskie;041901;Barcin, gm.;miejsko-wiejska;żniński;8;48,01;99,42;0,66;21,01;51,46;1,26;2,67;0,16;20,01;1,26;1,30;0,21
04;kujawsko-pomorskie;041902;Gąsawa, gm.;wiejska;żniński;4;51,87;99,27;0,55;30,62;36,87;1,06;3,26;0,09;22,16;1,01;4,18;0,18
04;kujawsko-pomorskie;041903;Janowiec Wielkopolski, gm.;miejsko-wiejska;żniński;10;47,58;99,27;0,42;24,51;42,47;1,46;3,54;0,31;20,91;0,98;5,20;0,20
04;kujawsko-pomorskie;041904;Łabiszyn, gm.;miejsko-wiejska;żniński;8;48,33;99,27;0,53;28,83;42,34;1,66;2,62;0,03;19,93;1,30;2,70;0,06
